dataset,product_title,author,rating,review_headline,review_text,review_date
aws_books,Big Ideas in Macroeconomics: A Nontechnical View (MIT Press),,4,At Last! A Serious Presentation and Defense of Modern Macroeconomic Theory,"It is easy to find excellent, accurate, accessible, and entertaining books that present the current theories and ideas in many fields, including law, physics, and biology. It is virtually impossible to find such books in economics. Sadly, when someone writes a book about economics, it almost always  is an attempt to convince the reader that some politically motivated partial truth is the whole truth.<br /><br />There are some books that present basic economic theory in an unbiased manner, and I review the ones I have found in an entry on my web site ([...] Click on You Must Read This! and look for \\""Books on Economics for Serious Beginners: Very Introductory Readings.\\""<br /><br />But for the sort of advanced macroeconomic that guided policy makers and central bankers leading up to the financial meltdown of 2008, there has been virtually no serious accessible exposition without a political bone to pick. I love this book because it treats the reader as intelligent and discerning, presents the theory ably and in great detail, but avoids the mathematical detail that makes the material quite impenetrable to all but the expert who spends the bulk of his time devoted to the subject.<br /><br />The reader who even cursorily inspects this book might consider me a biased observer because I contributed a blurb to the book jacket and the author graciously thanks me for my support in the introductory pages. The fact is that I consider this an exemplary exposition of modern macroeconomics, and I think his defense of the theory is as good as one can find anywhere, the theory is in fact so weak that nothing can save it. People continue doing it not because it is good theory, but because it is the only game in town. I believe a complete revolution in macroeconomic theory is in the process of being born, although it will take some years to take over as the mainstream theory.<br /><br />Change in macroeconomic theory can be extremely rapid.  Keynesianism displaced classical macroeconomics in just a few years after the end of WWII, and the reigning \\""rational expectations\\"" macro displaced Keynesianism in just a few breathtaking years. This is a credit to economics as a discipline--given new evidence and given new economic conditions, young Ph.D. economists are quite willing to throw over the past, and in the best graduate schools, hiring of new faculty is based on how productive they are as researchers, not whether or not they agree with the reigning orthodoxy.<br /><br />Macroeconomics has always been deeply political. After WWII in Europe and the US, the growth in organized labor led to cost-push inflation (higher wages --> higher prices) and unemployment caused by wages above the market-clearing level. Keynesianism blamed the unemployment on the market system itself and suggested deficit spending as the way to restore full employment and accommodating higher prices by increasing the money supply. Of course, this is a stupid theory because it leads to chronic deficit spending and chronic inflation. With the decline in the power of organized labor (caused mainly by increased international competition eliminating domestic monopolies in internationally traded goods such as steel, mining, and automobiles), a resurgent right-wing macroeconomics, called rational expectations theory, displaced Keynesian macro by recognizing the fatal flaws in its reasoning, which contradicted economic rationality. Keynesianism remains today in an attenuated form that recognizes coordination failures and price inertia, but is mainly a liberal profession of faith.<br /><br />The only virtue of rational expectations macro (RA macro), which Athreya explains so nicely in this book, is that it killed Keynesian macro. The theory itself is nothing but smoke and mirrors. It purports to be solidly based on widely-accepted microeconomic principles that accurately describe the market economy (the \\""rational\\"" in rational expectations), but this is simply false. The market economy isin fact a complex dynamic system whose behavior can be simulated, much as the weather is simulated by supercomputers, but cannot be captured in a few recursive equations, as the RA macro supporters claim. Instead of  a large number of economic actors, RA macro assumes there is one \\""representative agent,\\"" and instead of large numbers of firms and industries, RA macro assumes there is one \\""production function.\\"" The only source of volatility in such a world is technology shocks and the vagaries of \\""expectations\\"" (which of course cannot be measured, because they don't really exist). All we end up with is smoke and mirrors, plus lots of abstruse equations.<br /><br />Among the more bizarre modeling choices of RA macro is to assume that all markets clear instantaneously. This of course assumes away the coordination failures that really underlie macroeconomic fluctuations. Especially exotic is the assumption that there is always full employment! \\""Unemployed\\"" workers are simply people who temporarily prefer not to work (they prefer \\""leisure,\\"" in the parlance of macro theory). In fact what happens in a recession is that millions of jobs disappear. The displaced workers prefer their old or equivalent jobs at their accustomed wages, but these are gone. Of course, many could find work at a lower wage, but that is not always the rational thing to do because the worker may get locked into the lower wage occupational level.<br /><br />This absurd sort of macro modeling would be okay if the resulting models predicted well, but they do not. RA macro long ago gave up econometric testing their equations in favor of \\""calibrating\\"" them, which means just get the best fit you can, however poor. An poor they are.<br /><br />Of course, prediction is not everything. Engineers cannot predict when a car will go over a bump, but they can model the effects of such a shock on the car and proposed mechanisms (shock absorbers) that allow the system (the car) to survive the shock with minimal damage. The same is true, to a much more limited extent in macroeconomics, where \\""automatic stabilizers\\"" can lessen the effects of shocks to the economy.<br /><br />The real problem with RA macro (and similarly of Keynesian macro) is the theory cannot deal with finance at all, and financial markets lie at the heart of contemporary economic instability. The Walrasian micro model on which RA macro is built simply has no place for money or finance. Graduate students in economic do not even study finance---that is left to the business schools.<br /><br />Of course, all of that is now changing. Economists around the world are revamping their theories and developing the empirical data on finance so that a more useful theory is likely to be forthcoming. It is a very exciting time for macroeconomics. Athreya's defense of the current theory is quite brilliant and I urge the reader to learn from him. However, we all know the story of the silk purse and the sow's ear.in fact a complex dynamic system whose behavior can be simulated, much as the weather is simulated by supercomputers, but cannot be captured in a few recursive equations, as the RA macro supporters claim. Instead of  a large number of economic actors, RA macro assumes there is one \\""representative agent,\\"" and instead of large numbers of firms and industries, RA macro assumes there is one \\""production function.\\"" The only source of volatility in such a world is technology shocks and the vagaries of \\""expectations\\"" (which of course cannot be measured, because they don't really exist). All we end up with is smoke and mirrors, plus lots of abstruse equations.<br /><br />Among the more bizarre modeling choices of RA macro is to assume that all markets clear instantaneously. This of course assumes away the coordination failures that really underlie macroeconomic fluctuations. Especially exotic is the assumption that there is always full employment! \\""Unemployed\\"" workers are simply people who temporarily prefer not to work (they prefer \\""leisure,\\"" in the parlance of macro theory). In fact what happens in a recession is that millions of jobs disappear. The displaced workers prefer their old or equivalent jobs at their accustomed wages, but these are gone. Of course, many could find work at a lower wage, but that is not always the rational thing to do because the worker may get locked into the lower wage occupational level.<br /><br />This absurd sort of macro modeling would be okay if the resulting models predicted well, but they do not. RA macro long ago gave up econometric testing their equations in favor of \\""calibrating\\"" them, which means just get the best fit you can, however poor. An poor they are.<br /><br />Of course, prediction is not everything. Engineers cannot predict when a car will go over a bump, but they can model the effects of such a shock on the car and proposed mechanisms (shock absorbers) that allow the system (the car) to survive the shock with minimal damage. The same is true, to a much more limited extent in macroeconomics, where \\""automatic stabilizers\\"" can lessen the effects of shocks to the economy.<br /><br />The real problem with RA macro (and similarly of Keynesian macro) is the theory cannot deal with finance at all, and financial markets lie at the heart of contemporary economic instability. The Walrasian micro model on which RA macro is built simply has no place for money or finance. Graduate students in economic do not even study finance---that is left to the business schools.<br /><br />Of course, all of that is now changing. Economists around the world are revamping their theories and developing the empirical data on finance so that a more useful theory is likely to be forthcoming. It is a very exciting time for macroeconomics. Athreya's defense of the current theory is quite brilliant and I urge the reader to learn from him. However, we all know the story of the silk purse and the sow's ear.",1/7/2014
aws_books,Love and Math: The Heart of Hidden Reality,,3,Nice try,"The observation to which this book is a response is the fact that intelligent, educated, and sophisticated readers who take pride in the breadth of their knowledge, reveal with pride that they hate math. Those of us who use advanced mathematics integrally and intimately in our work have all heard this refrain. Why would someone take pride in their ignorance? Why would someone who would never say they hate art take pleasure in affirming their aversion to mathematics, which is doubtless and indisputably one of the most stunning achievements of human intellect?<br /><br />Frenkel's answer is that students are not taught math properly in school. Students learn how to perform calculations, but are never exposed to the deep principles of symmetry and dynamics that embody the true beauty of mathematics. His response is to show how human an enterprise modern mathematical research can be. I read this book from cover to cover with some pleasure, but I do not think he has made his case. Frenkel tell us early of the insights of Galois and even explains with some effectiveness exactly what an incredible tour de force Galois theory is. Moreover, Galois proved something with his detour through group theory that is truly remarkable: there are no general solutions to polynomial equations of degree greater than four using the operations of arithmetic operating on integers and their various integral roots. Frenkel explains that the Langlands Program is a sophisticated and ambitious extension of Galois' project, but he fails in two ways. First, he introduces a plethora of mathematical constructs to which he gives a best vague descriptions, and gives no intuition as to why they are related to one another in interesting ways. Second, he gives us no concrete examples of how all of this high-level math solves some real-world problem of the sort that Galois theory addresses. Why all the huffing and puffing? All we are told is that some of the theory Is useful in banking and cryptography. How and why? Who knows?<br /><br />In fact, probably most people who become mathematicians or use mathematics extensively actually like to solve rote problems. I know I did. I would spend hours and hours solving problems, deriving trigonometric identities, and integrating funny-looking rational functions. Moreover, I treat mathematics as very hard and exhausting---like running laps and lifting weights. The rewards are surely there, but it is simply hard work most of the time. Art and music are fun, not work. Of course, we must learn to appreciate art and music, but once the brain is prepared, it is all fun thereafter. Math is not like that. Math is sweat and pain all the way. Struggling through a three page paper full of symbols is excruciating effort. The reward is surely there at the end---understanding something of ineffable majesty.<br /><br />I still think that the beauty of mathematics can be explained to humanists, I'm not sure how, though.w and why? Who knows?<br /><br />In fact, probably most people who become mathematicians or use mathematics extensively actually like to solve rote problems. I know I did. I would spend hours and hours solving problems, deriving trigonometric identities, and integrating funny-looking rational functions. Moreover, I treat mathematics as very hard and exhausting---like running laps and lifting weights. The rewards are surely there, but it is simply hard work most of the time. Art and music are fun, not work. Of course, we must learn to appreciate art and music, but once the brain is prepared, it is all fun thereafter. Math is not like that. Math is sweat and pain all the way. Struggling through a three page paper full of symbols is excruciating effort. The reward is surely there at the end---understanding something of ineffable majesty.<br /><br />I still think that the beauty of mathematics can be explained to humanists, I'm not sure how, though.",11/10/2013
aws_books,Simpler: The Future of Government,,4,Fine Follow-up to Nudge,"You might consider reading Thaler and Sunstein, Nudge, before going through this book. Basically, this is a follow-up that uses Sunstein's experience in government and the policy initiatives that have occurred of the \\""nudge\\"" form, to lay down some principles of efficient government.<br /><br />Sunstein is a brilliant intellectual and a fine writer who commands a broad range of exptert knowledge, but always presents issues in a lucid, straightforward manner. The book is a pleasure to read, and there are insights on every page.<br /><br />Sunstein tells us that there are three main principles that he has learned. First, the experts that make regulations and laws should use cost-benefit analysis, all the science possible, and deliberate extensively. Special interests should be listened to for advice as how best to do this, but their desires should play no role in decision-making. Second, the public should be presented with simple choices that require no extensive deliberation, but people should have the freedom to reject the \\""default\\"" choice if they so desire. Third, policy and regulation-makers should listen to the public because people often have ideas and information that the higher-ups do not have, and they many have preferences that decision-makers have not thought of.<br /><br />If only all public servants had Sunstein's intelligence and moral character!",9/20/2013
aws_books,Do You Believe in Magic?: The Sense and Nonsense of Alternative Medicine,,4,Maybe in a Young Girl's Heart....,"There is no such thing as alternative medicine. There is medicine that has been tested under clinically controlled conditions for safety and effectiveness and has passed these tests, there are products that have failed these tests and therefore are not true medicine, and there are products that have not been tested. Calling the latter \\""alternative medicine\\"" is a sick joke, and a contemptible one when those who profit from making groundless claims refuse to subject their products to controlled testing.<br /><br />The following products have failed controlled testing funded by the National Institutes of Health and the National Center for Complementary and Alternative Medicine. Ginkgo bilboa, which is purported to treat dementia, does not. St. John's Wart, which is purported to treat depression, does not. Garlic is purported to treat high blood pressure. It does not. Saw palmetto is purported to treat prostate enlargement. It does not. Milk thistle is purported to treat hepatitis C. It does not. Chondroitin sulfate and glucosamine are purported to treat joint pain. They do not. Echinacea is purported to treat colds. It does not work.<br /><br />Despite their abject failure, these and other \\""alternative\\"" treatments are avidly gobbled up by an over credulous public.<br /><br />I am interested in this issue because I study why and how humans develop strong beliefs without there being any supporting evidence. Most curious is that when evidence contradicting these beliefs comes to light, people are often moved to deny the evidence rather than alter their beliefs. Taking a critical attitude towards evidence is healthy, but in many cases rejecting the evidence is quite irrational.  A case in point is Offit's book. His critics reject the evidence, claiming (without evidence) that the author made it all up in the service of Big Pharma, for which he is rewarded with copious monetary payments. How completely predictable!<br /><br />The main problem with this book is that the author is totally uncritical of standard medical treatments. This is a serious error. Doctors have several motivations to prescribe treatment that does not help, and may harm, the patient. People should always keep this in mind in assessing a doctor's recommendation.<br /><br />First, doctors are often paid by the procedure, so they have an incentive to oversubscribe. Second, doctors almost universally practice \\""defensive medicine,\\"" prescribing procedures solely to prevent law suits in the case they are wrong, even though the net effect of the treatment may be harmful to the patient (e.g., because of excessive numbers of false positives). Third, doctors do not study probability theory and do not usually understand the meaning of a diagnostic test. Rather, they tend to accept all false positives and false negatives as though they were the truth. Finally, doctors prescribe treatments because that's what the patient wants, even if the doctor knows the treatment is counterindicated.<br /><br />This book is very well written and fun to read, even if you already believe the message, and even if you have read much of this in your daily newspaper or professional journals.or is totally uncritical of standard medical treatments. This is a serious error. Doctors have several motivations to prescribe treatment that does not help, and may harm, the patient. People should always keep this in mind in assessing a doctor's recommendation.<br /><br />First, doctors are often paid by the procedure, so they have an incentive to oversubscribe. Second, doctors almost universally practice \\""defensive medicine,\\"" prescribing procedures solely to prevent law suits in the case they are wrong, even though the net effect of the treatment may be harmful to the patient (e.g., because of excessive numbers of false positives). Third, doctors do not study probability theory and do not usually understand the meaning of a diagnostic test. Rather, they tend to accept all false positives and false negatives as though they were the truth. Finally, doctors prescribe treatments because that's what the patient wants, even if the doctor knows the treatment is counterindicated.<br /><br />This book is very well written and fun to read, even if you already believe the message, and even if you have read much of this in your daily newspaper or professional journals.",7/8/2013
aws_books,Human Capitalism: How Economic Growth Has Made Us Smarter--and More Unequal,,4,"Solid, Thoughtful, Well Written","We live in an age where most passionate political activists have limited vision, the right being passionate about the horrors of government income redistribution and need to avoid budget deficits, and the left being passionately alarmed about increasing income inequality favoring the ultra-rich, and the need to counter the austerity policies that protect the big banks against losses brought about by their reckless lending practices. I must admit that I am not much concerned with either of these threats, but rather with the growing cultural rift between the intelligent, motivated, and talented upper middle class and the increasingly dysfunctional lower middle class, and especially its male integument, which seems to have lost its way in a society that increasingly values drive, creativity, and capacity for abstract thought over pure upper body strength and physical stamina.<br /><br />It is interesting that the phenomena is increasing recognized as a serious problem by conservative writers, such as Charles Murray and the author of this fine book, Brian Lindsey, whereas the liberal pundits cannot cease for a moment from wringing their hands about the excesses of the ultra-rich. Lindsey is a senior fellow at the Cato Institute, which is a very, very conservative institution, although one whose analyses of society are usually worth paying attention to. The title of this book, Human Capitalism, refers to the fact that increasingly the goodies go to those who have \\""human capital,\\"" which is the result of investing in the development of individual skills and ability to address and solve social and technical problems. This development has long been anticipated, most eloquently in Michael Young's 1958 book The Rise of the Meritocracy.<br /><br />Of course, conservatives love meritocracy (except when it interferes with the inheritance of wealth), while liberals hate the idea (having no faith in the abilities of the `lower classes' and an exalted estimation of labor unions). However, as Lindsey shows, the current meritocratic dynamic is destroying the working class family and leading to a generation of hard-working white collar women with loafing and indolent lovers and husbands. The situation is well described statistically with a minimum of tables and graphs, based on the brilliant research of David Autor, Susan Mayer, and others. This book can be read with pleasure by those who do not care to go into great statistical detail, and the references lead those who do to the proper sources.<br /><br />Certainly this situation, especially the differential effects of modern business organization and technology on men versus women, was not foreseen by Michael Young and the early students of the meritocracy revolution, bit Lindsey shows that it is quite real, and he presents thoughtful suggestions as to how to deal with this situation through social policy.wever, as Lindsey shows, the current meritocratic dynamic is destroying the working class family and leading to a generation of hard-working white collar women with loafing and indolent lovers and husbands. The situation is well described statistically with a minimum of tables and graphs, based on the brilliant research of David Autor, Susan Mayer, and others. This book can be read with pleasure by those who do not care to go into great statistical detail, and the references lead those who do to the proper sources.<br /><br />Certainly this situation, especially the differential effects of modern business organization and technology on men versus women, was not foreseen by Michael Young and the early students of the meritocracy revolution, bit Lindsey shows that it is quite real, and he presents thoughtful suggestions as to how to deal with this situation through social policy.",5/3/2013
aws_books,The Folly of Fools: The Logic of Deceit and Self-Deception in Human Life,,2,Most of the material not on topic,"I have no idea why the eminent biologist Robert Trivers wrote this book. There is lots of interesting material for the uninitiated, but very little on self-deception, and certainly nothing like a proof of his assertion that self-deception serves the evolutionary purpose of being better at deceiving others.",4/22/2013
aws_books,Nature's Oracle: The Life and Work of W. D. Hamilton,,3,"e/c = mc, pv = kT, and now... b r > c: About the guy who gave us Hamilton's Rule","William Hamilton was one of your ordinary brilliant scientists, grappling with fundamental questions in sociobiology all his life. His claim to fame is a single article that he published in the Journal of Theoretical Biology in 1964, \\""The Genetical Evolution of Social Behavior I.\\"" This article gave rise to the terms \\""inclusive fitness,\\"" \\""kin selection,\\"" and \\""Hamilton's rule,\\"" three terms that are explained in every sociobiology article and book. He of course did other things of interest, but in everything else, he was just another brilliant scientist, of whom you might not be inclined to read a long biography. Segerstrale claims correctly that many consider Hamilton the Darwin of the Twentieth Century. Indeed, Hamilton is like Darwin in having shown the world a simple idea that explains an immense amount of biological dynamics. Unlike Darwin, however, Hamilton did not write a Great Book, his simple idea is in fact extremely subtle and not available to the critique of such dimwits as Creationists and Intelligent Design blowhards. This book will not appeal to the casual reader, as might a Life of Charles Darwin.<br /><br />Ullica Segerstrale is a talented and insightful historian of biological thought. Her 2001 book \\""Defenders of the Truth: The Sociobiology Debate,\\"" covering early clashes between sociobiologists, especially Edward O. Wilson, and their critics, especially Stephen Jay Gould, Marshall Sahlins, and Richard Lewontin, is a well written and exciting documentary of this fascinating period. There is no question concerning her sympathies in this book: she gives a rather manachean account where the sociobiologists are Good and their critics are Pathetic.<br /><br />This book is well worth reading, but it is not up to the standards of \\""Defenders of the Faith.\\"" Part of the problem may be with me: I really don't care about Hamilton's childhood, or where he sends his kids to school, or how he behaves at dinner parties. Moreover, his recurrent disputes with journal editors and his dismay at his treatment by article reviewers, stressed repeatedly in this book, is supremely uninteresting. Every academic has such experiences, and they are so common that they are not even worth mentioning.<br /><br />Hamilton is not the sort of Lovable Creature that we associate with the likes of an Einstein or a Freud. He's just your typical brilliant scientist. Moreover, Segerstrale spends only a small portion of the book dealing with Hamilton's substantive contribution, inclusive fitness, and a much larger portion deal with how his other ideas fared---which was about average for a big thinker like Hamilton. She should have elaborated on the development of his ideas in the larger field of population biology and sociobiology. More important, Segerstrale does not appear to understand inclusive fitness theory that well, never deals with the substantive intellectual debates surrounding this theory (most of which are misunderstandings, not by Hamilton), and just acts as a rah-rah booster for William Hamilton. One might describe this book as a Readers Guide to the Narrow Roads of Gene Land (Hamilton's book about his own work).<br /><br />Hamilton's 1964 article is a masterpiece. Indeed, in my study of inclusive fitness theory, have never seen anything in print with the analytical power and depth of Hamilton's original article (I explain this in my paper \\""Inclusive Fitness and the Sociobiology of the Genome, which is on my web site). Before I read Hamilton's 1964 article, I could not even make sense of standard expositions of his theory, because they misstate and overinterpret it. His article, on the other hand, is extremely opaque, despite that fact that he uses only simple algebra. I arrived at an understanding of his model only by starting with the basic equations, and working backward to determine the underlying model. This model is a paradigm of rigor and clarity.<br /><br />Karl Marx once said, after hearing some of the claims made on his behalf by so-called supporters, \\""Je ne suis pas Marxiste\\"" (I am not a Marxist). William Hamilton could say the same thing when encountering the bizarre claims of some of his supporters: \\""I am not a Hamiltonian.\\"" By God, he'd better not be!y so-called supporters, \\""Je ne suis pas Marxiste\\"" (I am not a Marxist). William Hamilton could say the same thing when encountering the bizarre claims of some of his supporters: \\""I am not a Hamiltonian.\\"" By God, he'd better not be!",4/16/2013
aws_books,Computability and Logic,,5,Brilliant and Authoritative,"If you want a rigourous and fairly thorough introduction to the ideas of Tarski, Goedel, Skolem, et al., and you never really understood the Loewenheim-Skolem theorem or Tarski theory of truth, this is the book for you.<br />Do you understand why a logical system that proves its own consistency must be inconsistent? If not, and you think this is an interesting question, this is the book for you.",3/2/2013
aws_books,The Behavioral Foundations of Public Policy,,3,"Great Material, but Uneven","Behavioral contributions to public policy have become a growth industry. Eldar Shafir is a great experimentalist, but this collection is rather uneven, with lots of dry, government report-style writing. The references will point you in the right direction, though.",3/2/2013
aws_books,Naked Statistics: Stripping the Dread from the Data,,4,Highly recommended,"The psychologist Gerd Gigerenzer has suggested that we drop trigonometry from the high school math curriculum and add probability theory and elementary statistics. This is a first-rate idea, because only engineers and physicists use trigonometry, but we all must understand basic statistics to evaluate claims in the daily newspaper. Besides, probability theory is great fun, and trigonometry is pretty boring (until you get to de Moivre's formula, Fourier series, and the like).<br /><br />Charles Wheehan wrote a first-rate introduction to economics (Naked Economics). This book is not, to my mind, quite as exciting, but it is very nicely done and well worth reading. I would have liked a serious treatment of Bayes Rule and conditional probabilities, because here is where people really get things mixed up. For instance, even professional physicians are often confused by the probability of testing positive if you have the disease, and the probability that you have the disease if you test positive. The former can be very close to one, and yet the latter can be very close to zero, if the disease is rare in the population.",2/6/2013
aws_books,Naked Economics: Undressing the Dismal Science (Fully Revised and Updated),,5,"Clear, Witty, Lots of Information, Accurate","Most books on economics for the layperson are written with some political axe to grind. These books are universally worthless. There are a few books that simply present what economists know, and basically agree that they know. There is a lot more that economists know than might be gleaned from reading the newspaper or following political debates. Most political hacks (and anyone who says \\""I am a committed liberal\\"" or \\""I am a committed conservative,\\"" is a political hack in my opinion, because issues general benefit from insights from both camps) simply ignore the laws of economics. There are a few informative and unbiased expositions for the layperson, which I have reviewed on my web site (under \\""You Must Read This!\\"", Books on Economics for Serious Beginners. Naked Economics is probably better than any of these, simply as a balanced literate exposition.<br /><br />Wheelan explains the benefits and limitations of markets, the benefits and limitations of government interventions, the basics of finance (especially, how to avoid the costly errors that about 50% of investors are prone to make, such as believing they can pick winners), and the role of international competition. There is nothing that Wheelan asserts that I think is not 100% correct, including his exposition of development economics and globalization. Highly recommended.",2/1/2013
aws_books,Intellectuals and Society: Revised and Expanded Edition,,2,"Sowell is a Biased, Opinionated, Klutzy Intellectual","Thomas Sowell is a gifted applied economist with much of importance to say about the larger issues in social policy and government regulation of economic affairs. I have reviewed several of his books and recommend them to the reader.<br /><br />Sowell, however, has two failings. First, he has no heart for the plight of the poor, so his work in this area is illuminating for the false ideas he debunks, but does not contribute in any way to dealing with the problem of poverty. Second, he is a thorough-going right-wing ideologue, who is often cogent in his critique of liberal ideas, but is blind to similar, indeed often parallel, problems with conservative ideas. This book suffers especially from the second of these weaknesses. The book endlessly repeats the errors of left-wing intellectuals (especially in the Cold War era, when many embraced some form of socialism, with totalitarian forms of Communism heavily represented), but says nothing about the errors of right-wing intellectuals (many of whom embraced fascism and even Nazism, and argued in favor of tolerating racial segregation and gender discrimination, as well as the abolition of government regulation of food and drug quality).<br /><br />Sowell's book adds fuel to a right vs. left dialog that is petty, vituperative, Manichean, and unilluminating. The social division between left and right persists throughout democratic societies and will doubtless continue to do so. The reason is that both types of political world-views have strong positive contributions to make, but both are deadly and destructive when pushed too far. Sowell encourages pushing the right too far by his lack of insight into the virtues of liberalism.<br /><br />Sowell knows applied economic theory quite well, but he never presents the balanced model of government-market interaction that has been taught to graduate students of economics for half a century, and has no serious critiques in the professional literature. This is because this model of \\""public economics\\"" does not fit the conservative free market ideology. This ideology has no scientific validity and cannot even be formulated in an intellectually rigorous form. It is simply wrong.<br />Sowell has no understanding of information economics. He follows Hayek on the distributed nature of information, but he never confronts the literature that deals with the transformation of private information into public information. The importance of public information, central for instance to Durkheim and Aumann, is completely ignored in his treatment of government regulation.<br /><br />This book preachs to a right-wing choir, a wordy version of the radio talk-show hucksters I so regularly avoid. There are many factual gems and cogent insights in this book, but they are smothered in invective. If you want to be preached to, this is the book for you. If you want insight, look elsewhere.\\""public economics\\"" does not fit the conservative free market ideology. This ideology has no scientific validity and cannot even be formulated in an intellectually rigorous form. It is simply wrong.<br />Sowell has no understanding of information economics. He follows Hayek on the distributed nature of information, but he never confronts the literature that deals with the transformation of private information into public information. The importance of public information, central for instance to Durkheim and Aumann, is completely ignored in his treatment of government regulation.<br /><br />This book preachs to a right-wing choir, a wordy version of the radio talk-show hucksters I so regularly avoid. There are many factual gems and cogent insights in this book, but they are smothered in invective. If you want to be preached to, this is the book for you. If you want insight, look elsewhere.",12/17/2012
